Views,Readers,Comments,Recommends,StartWriting,LastUpdate,Status,Size,SizeType,Author,FanficsTitle,FanficsType
8081,232,12,2,24.09.2019,01.12.2019,В процессе,258,Макси,ночная звездочка,Телохранитель для Гермионы,гет
19491,538,261,5,20.10.2019,01.12.2019,В процессе,217,Макси,Shuburshunchik,Грозный сэр Макс в Хогвартсе,джен
5130,297,17,0,01.02.2016,01.12.2019,В процессе,39,Миди,Heks,Только шалость,джен
5806,167,21,0,13.11.2019,01.12.2019,В процессе,316,Макси,Orchid2707,Гарри Поттер. Продолжение. Первый курс Академии авроров.,гет
9744,383,55,1,29.10.2018,01.12.2019,В процессе,160,Макси,Fluffycloud,Мастер ограблений,слэш
2607690,5410,12568,46,03.03.2016,01.12.2019,В процессе,4537,Макси,CMD,Диктатор,джен
28948,629,331,2,06.09.2019,01.12.2019,В процессе,178,Макси,Isra,Спас? А теперь – беги!,слэш
172787,1097,1053,6,01.05.2019,30.11.2019,В процессе,1448,Макси,Мольфар,Палочка для Рой,джен
129936,1580,105,2,28.12.2017,30.11.2019,В процессе,695,Макси,Godunoff,Настоящий шотландец,джен
68,4,0,0,30.11.2019,30.11.2019,В процессе,33,Миди,Ho_mo,Мост над небом,джен
5588,292,33,3,22.09.2019,30.11.2019,В процессе,100,Макси,StilleWasser,Разврат,гет
17867,289,65,0,24.01.2018,30.11.2019,В процессе,1738,Макси,Sagara J Lio,Classified. В лабиринте секретных служб,гет
99642,1960,356,5,09.05.2019,30.11.2019,В процессе,799,Макси,elena4119,Слепота/Blindness,гет
336,23,0,0,29.11.2019,30.11.2019,В процессе,118,Макси,T_Vell,Место под солнцем,джен
13408,559,36,0,18.10.2019,30.11.2019,В процессе,255,Макси,Рада Девил,Это вам не игрушки!,слэш
6917,97,237,0,25.10.2019,30.11.2019,В процессе,220,Макси,Wrul,Рики-Тики-Тави,джен
475325,3742,1460,17,21.10.2018,30.11.2019,В процессе,1600,Макси,Jana Mazai-Krasovskaya,Иммунитет,джен
32085,564,33,0,03.06.2019,30.11.2019,В процессе,501,Макси,michalmil,Изумрудные глаза,джен
42059,1293,463,3,18.06.2019,30.11.2019,В процессе,203,Макси,Рэйя,Осень на двоих. Последнее мгновение вечности,гет
353407,2280,842,25,02.06.2015,30.11.2019,В процессе,1849,Макси,Мёриел,После Войны,гет
6423,233,987,2,16.11.2019,30.11.2019,В процессе,102,Миди,Alteya,Мех под кожей,джен
344,29,1,0,16.11.2019,29.11.2019,В процессе,96,Миди,ну оль,Friendzone manor,джен
20459,397,38,3,12.02.2016,29.11.2019,В процессе,476,Макси,Oversider,Повернуть вспять,гет
200361,2750,279,11,29.06.2017,29.11.2019,В процессе,1736,Макси,Зубенеш,Любимец Смерти,гет
875,65,2,0,27.11.2019,29.11.2019,В процессе,37,Миди,Виллиму,Школьные будни Хогвартса,гет
14009,347,14,2,11.10.2019,29.11.2019,В процессе,312,Макси,Olivia Winner,Во благо Ордена Феникса,гет
230,23,0,0,22.11.2019,29.11.2019,В процессе,80,Макси,T_Vell,Тени прошлого. Жизнь после смерти,гет
1864,240,6,0,19.11.2019,29.11.2019,В процессе,58,Миди,ghope,Заунывные полуночники,слэш
27448,590,84,2,10.05.2018,29.11.2019,В процессе,353,Макси,Lady Rovena,Леди в маске,гет
2211,152,2,0,04.07.2019,29.11.2019,В процессе,74,Миди,Jane F,Одна весна и две осени,гет
30008,406,116,2,13.04.2019,29.11.2019,В процессе,1302,Макси,Несовершенный,Грязь,гет
3339,324,65,5,28.11.2019,29.11.2019,Закончен,9,Мини,Isra,О великой силе слов,слэш
19169,687,69,0,23.07.2019,28.11.2019,В процессе,641,Макси,Крон,In saecula saeculorum,слэш
22013,562,29,3,17.06.2018,28.11.2019,В процессе,260,Макси,Godunoff,Томми Аткинс,джен
847,56,12,0,28.11.2019,28.11.2019,В процессе,17,Макси,ArtChaos,Банка с Поттерами,гет
609,69,1,0,28.11.2019,28.11.2019,В процессе,25,Миди,Tata_Matata,Слепой поворот,гет
223,28,0,0,28.11.2019,28.11.2019,Закончен,6,Мини,_BlackJack_,Whisper / Шёпот,джен
73523,1097,169,12,31.08.2017,28.11.2019,В процессе,294,Миди,Mirroring,За бортом,гет
25321,808,60,1,12.09.2019,28.11.2019,В процессе,446,Макси,DVolk67,Гарри Поттер и новая семья. Последний курс,фемслэш
5796,188,21,0,24.11.2019,28.11.2019,В процессе,672,Макси,Anelem,Изменяя все,гет
12616,257,13,0,07.10.2019,28.11.2019,В процессе,1110,Макси,marishka2255,How to Win Friends and Influence People,гет
21362,447,446,4,12.07.2019,28.11.2019,Закончен,579,Макси,otium,"""Л"" значит Лили. Часть II",гет
21496,481,255,5,18.08.2019,27.11.2019,В процессе,529,Макси,SeverinVioletta,Черный принц,джен
159,23,4,0,27.11.2019,27.11.2019,В процессе,18,Миди,benderchatko,37 часов вторника. 9 часов четверга,гет
123505,880,210,4,21.01.2017,27.11.2019,В процессе,1742,Макси,б-кап,"Невилл и все, все, все",джен
777,220,6,0,27.11.2019,27.11.2019,В процессе,22,Миди,nyavka,Хогвартс лучше знает,слэш
16805,676,11,0,08.06.2019,27.11.2019,В процессе,161,Миди,lvenok-linka,"Привет, я Гарри - ваш сын",слэш
2946,237,12,1,27.11.2019,27.11.2019,Закончен,40,Мини,AlexisSincler,Три проблемы Поттера,гет
9154,456,91,2,04.09.2019,27.11.2019,В процессе,235,Макси,Lothraxi,Не конец пути,гет
628,128,2,0,27.11.2019,27.11.2019,В процессе,16,Миди,Grianyshka,Консультант,слэш
54490,1049,76,4,12.05.2019,27.11.2019,В процессе,438,Макси,anforser,История невыразимца,гет
850,31,2,0,17.11.2019,27.11.2019,В процессе,48,Миди,Лунный Бродяга,Правила поведения в Хогвартсе для самых смелых,джен
8761,266,15,1,26.11.2019,27.11.2019,Закончен,222,Макси,julia5g,Когда мечты сбываются-3,джен
44305,638,167,3,15.02.2019,27.11.2019,В процессе,1123,Макси,Hoshi_Mai,Любовь во время зимы,гет
1254,73,0,0,23.11.2019,27.11.2019,В процессе,98,Макси,Iguanidae,Time is like a promise,джен
1339,127,47,6,26.11.2019,26.11.2019,Закончен,33,Мини,SeverinVioletta,"Юбилей зельевара, или Четыре подарка от чистого сердца",джен
561,36,51,0,26.11.2019,26.11.2019,Закончен,5,Мини,келли малфой,"Кто-нибудь, помогите Молли!",джен
289,31,13,0,26.11.2019,26.11.2019,Закончен,10,Мини,kayrin,Remembering Birthdays,джен
1753,117,15,0,26.11.2019,26.11.2019,Закончен,45,Мини,Specialhero,Как разгадать загадку Гермионы Малфой,гет
396,32,2,0,26.11.2019,26.11.2019,Закончен,2,Мини,Арбузик2007,Съесть хвосторогу,джен
20081,332,49,1,24.02.2017,26.11.2019,В процессе,278,Миди,Avada_36,Риддл. Мальчик-загадка,джен
5595,126,8,0,26.10.2019,26.11.2019,В процессе,63,Макси,SPV,Живучий Гарри,джен
15118,661,22,0,30.06.2019,26.11.2019,В процессе,180,Макси,Strannik93,Лев на охоте,гет
121935,1737,286,1,10.03.2018,26.11.2019,В процессе,826,Макси,Цирси,47 days to change,слэш
107528,1435,687,15,08.08.2019,26.11.2019,В процессе,1171,Макси,cannonau,Poor poor Persephone,джен
188016,2133,869,9,27.03.2014,26.11.2019,В процессе,1722,Макси,HazelL,Часть истории,слэш
65807,601,136,1,30.06.2017,25.11.2019,В процессе,889,Макси,Мячёв,Significant Digits - Значащие цифры,джен
379,36,19,0,25.11.2019,25.11.2019,Закончен,6,Мини,Deus Sex Machina,Нейтрально-чёрная,гет
17251,411,64,0,23.02.2019,25.11.2019,В процессе,556,Макси,mary,Вернуться назад,слэш
22368,460,419,4,31.08.2019,25.11.2019,В процессе,646,Макси,Edelweiss,Мыс альбатросов,гет
18258,512,3,0,15.08.2016,25.11.2019,В процессе,283,Макси,Dinchen,Лабиринт отношений,слэш
579,13,2,0,24.02.2019,25.11.2019,В процессе,52,Миди,znaika,Возможная жизнь,джен
3358,295,30,0,05.11.2019,24.11.2019,В процессе,30,Миди,ночная звездочка,Рука об руку,гет
33692,699,33,3,14.03.2019,24.11.2019,В процессе,665,Макси,Masha Christmas,Графиня Малфой,гет
131,10,2,0,24.11.2019,24.11.2019,Закончен,5,Мини,Iguanidae,Эффект чупакабры,джен
10259,126,44,1,15.03.2019,24.11.2019,В процессе,409,Макси,Демон отчаяния,Слизеринская грязнокровка,джен
5566,119,11,1,03.03.2019,24.11.2019,В процессе,328,Макси,Миссис X,Надежда для Тёмного Лорда,гет
48240,737,49,1,20.12.2017,24.11.2019,В процессе,559,Макси,Арья Феникс,Better Off Forgotten,гет
33210,773,73,3,18.09.2018,24.11.2019,В процессе,170,Макси,Avada_36,Взгляд Майкрофта,гет
4782,140,26,1,02.08.2019,24.11.2019,В процессе,183,Макси,Ночная Тень,Still Delicate - Ещё нежнее,гет
4458,208,14,2,13.11.2019,24.11.2019,В процессе,856,Макси,Fiona Goode,Последний враг истребится - смерть,слэш
1335,104,25,0,23.10.2019,24.11.2019,В процессе,150,Макси,Borsari,Safeguard,джен
3308,187,56,0,15.06.2019,24.11.2019,В процессе,62,Миди,Potash,Попутный ветер Драко Малфоя (Дольний ветер),слэш
12175,418,45,1,15.03.2019,24.11.2019,В процессе,578,Макси,мариша,"Неуловимый,    Безликий,    Тень",слэш
101498,1237,309,3,14.06.2013,24.11.2019,В процессе,1448,Макси,Lady Rovena,Голод_Жажда_Безумие,гет
6953,309,123,2,13.11.2019,24.11.2019,В процессе,37,Миди,Isra,Короли танцпола,слэш
353,31,11,0,23.11.2019,23.11.2019,Закончен,3,Мини,Чистомет7,Маггла,джен
6602,361,39,2,09.02.2019,23.11.2019,В процессе,54,Миди,ama_kate,Гарри Поттер-Аддамс,джен
5499,188,16,0,25.09.2017,23.11.2019,В процессе,62,Макси,angryberry,Сны о минувшем будущем,гет
10439,346,14,0,11.08.2019,23.11.2019,В процессе,268,Макси,kayrin,The Poor of God,джен
1755,155,48,2,23.11.2019,23.11.2019,Закончен,43,Мини,ULя,"Праздник, от которого никуда не деться",гет
100353,1402,734,0,14.11.2010,23.11.2019,В процессе,113,Макси,DEMON_ku,Гарри Поттер и коварство Белиара,гет
1403,134,1,0,17.11.2019,23.11.2019,В процессе,75,Миди,Gey_fert,Фарфоровая маска души,гет
30270,474,53,0,21.12.2018,23.11.2019,В процессе,985,Макси,Фато Ретти,"Чем гуще тьма, тем легче быть звездой",джен
13759,259,34,2,15.12.2015,23.11.2019,В процессе,302,Макси,drakondra,Без права на ничью,гет
2177,121,5,0,19.09.2019,22.11.2019,В процессе,137,Миди,Kin0,Их история,гет
1185,178,113,1,22.11.2019,22.11.2019,Закончен,12,Мини,Alteya,"Рабочие будни Уолдена МакНейра, ликвидатора опасных существ, часть 4",джен
695,110,13,0,22.11.2019,22.11.2019,Закончен,3,Мини,S H,Лимон,слэш
439,53,48,0,22.11.2019,22.11.2019,Закончен,7,Мини,келли малфой,С юбилеем! Всегда и безраздельно ваш Драко Малфой,джен
6395,101,8,0,28.06.2019,22.11.2019,Закончен,1896,Макси,T_Vell,Тени прошлого. Начало,гет
23424,1344,53,1,04.01.2019,22.11.2019,В процессе,137,Макси,dadagi,Проклятие знания,джен
52648,827,144,1,08.09.2018,22.11.2019,В процессе,414,Макси,Amarelle,По усмотрению директора,гет
763736,5829,889,15,07.04.2013,22.11.2019,В процессе,2752,Макси,kroki,План Мародера,джен
59883,1499,83,0,18.03.2012,22.11.2019,В процессе,407,Макси,Voldemort,Сохраняя безмолвие,слэш
112,12,2,0,22.11.2019,22.11.2019,Закончен,6,Мини,Feature in the Dust,Подходящий момент,гет
188,24,7,0,22.11.2019,22.11.2019,Закончен,3,Мини,Trainspotting,«Сникус»,гет
640708,7114,503,7,29.05.2014,22.11.2019,В процессе,1132,Макси,Череп Розенталя,Growing Up Black | Вырасти Блэком,джен
407,36,3,0,22.11.2019,22.11.2019,Закончен,13,Мини,Sienna Evans,Beautiful crime,джен
6836,282,53,4,15.08.2019,21.11.2019,В процессе,116,Макси,Some An,Необратимые,гет
1241,70,4,0,06.08.2019,21.11.2019,В процессе,39,Макси,Stingrey,"Алле-ап, или Выкрутасы сознания ковёрного",джен
8558,477,45,0,27.05.2019,21.11.2019,В процессе,122,Миди,Gavry,Вслушиваясь в темноту,слэш
1328,181,97,1,21.11.2019,21.11.2019,Закончен,12,Мини,Alteya,"Рабочие будни Уолдена МакНейра, ликвидатора опасных существ, часть 3",джен
1941,136,10,1,21.11.2019,21.11.2019,Закончен,32,Мини,Specialhero,Как подружиться с Гарри Поттером,гет
472,36,0,0,20.11.2019,20.11.2019,В процессе,76,Макси,Lily_Garden,Магически связаны,гет
2758,89,1,0,12.09.2019,20.11.2019,В процессе,101,Миди,Viridis,Сумасшедшие каникулы Гермионы,гет
1863,309,16,0,01.11.2019,20.11.2019,В процессе,47,Миди,nyavka,Учась говорить,слэш
11278,412,128,1,24.09.2019,20.11.2019,В процессе,398,Макси,Oxcenia,Версии,гет
300,16,8,0,20.11.2019,20.11.2019,Закончен,7,Мини,serluz_92,Рабство в поттериане: перспективы для фанфикшена,джен
22712,550,40,0,28.08.2019,20.11.2019,В процессе,249,Макси,Варежка,Дьявольское искушение,гет
2503,195,7,0,07.11.2019,20.11.2019,В процессе,75,Миди,StilleWasser,Очень твердый знак,гет
18180,441,461,2,07.02.2019,20.11.2019,В процессе,183,Макси,MaggieSwon,Змеиные корни,гет
2129,224,15,0,06.11.2019,19.11.2019,В процессе,64,Макси,StilleWasser,Вкус подчинения,гет
6020,452,37,0,03.10.2019,19.11.2019,В процессе,112,Макси,Крон,Секреты,слэш
966,57,4,0,04.11.2019,19.11.2019,Закончен,73,Миди,Nym,Преданный слуга,гет
38418,900,19,1,13.08.2019,19.11.2019,Закончен,503,Макси,hesergeeva,"Уклоняясь от тюрьмы и уводя ведьмочек. Книга 1. Месть - это блюдо, которое нужно подавать холодным",джен
7685,293,14,1,12.04.2019,19.11.2019,В процессе,278,Макси,_alcest_,Беглецы Азкабана ,джен
3151,163,12,1,02.09.2019,19.11.2019,В процессе,315,Макси,Ривэйд,Виноваты звёзды,джен
151408,1503,1272,6,28.09.2014,19.11.2019,В процессе,909,Макси,Миравно,Ваши требования неуместны,слэш
67780,1416,885,5,08.03.2019,19.11.2019,В процессе,167,Макси,Isra,Второй шанс для Лили Эванс,гет
36023,735,71,0,02.11.2016,18.11.2019,В процессе,489,Макси,Milana_94,Ловушка,гет
230067,2390,1053,3,22.04.2018,18.11.2019,В процессе,297,Макси,Raven912,Школьный демон. Пятый курс,гет
4991,149,88,5,09.01.2019,18.11.2019,В процессе,734,Макси,Клэр Кошмаржик,Орёл и Кошка,гет
23364,308,72,4,26.11.2018,18.11.2019,В процессе,583,Макси,Kromahi,Into the darkness,джен
3916,169,42,0,20.09.2019,18.11.2019,В процессе,160,Макси,Lira Sirin,Нетерпение сердца,гет
12897,413,113,6,03.04.2019,18.11.2019,В процессе,160,Макси,StilleWasser,В их руках,гет
4841,268,0,0,23.08.2019,18.11.2019,В процессе,322,Макси,Mirskaya_ri,Гарри Поттер и последний враг,слэш
1399,105,9,0,16.11.2019,18.11.2019,Закончен,58,Миди,hesergeeva,Паника Святочного бала,фемслэш
2614,107,9,2,18.11.2019,18.11.2019,Закончен,476,Макси,Melany Lux,Белая Нимфея,слэш
5911,256,17,2,26.08.2019,17.11.2019,В процессе,396,Макси,Гермиона Джин Риддл,Арахисовая паста,гет
5397,245,38,0,03.11.2019,17.11.2019,В процессе,64,Макси,anon134321,Против всех,джен
1352,180,5,1,17.11.2019,17.11.2019,Закончен,11,Мини,Specialhero,Как полюбить Гермиону Грейнджер,гет
88876,470,109,3,18.12.2013,17.11.2019,В процессе,179,Миди,Furimmer,Драбблы с редкими пейрингами,гет
3665,269,15,0,16.09.2019,17.11.2019,В процессе,90,Миди,Kot_persikot,Самый лучший отдел,гет
25015,697,122,2,29.01.2018,17.11.2019,В процессе,284,Макси,Evelyn_Lovebridge,Просыпаясь в Вегасе,гет
96746,2507,158,2,10.02.2019,17.11.2019,В процессе,338,Макси,Greykot,Гарри Поттер и последний шанс (Harry Potter and the Last Chance),гет
11802,316,41,1,06.06.2018,17.11.2019,В процессе,287,Макси,Anne de Beyle,Фальшивка,гет
1914,158,3,0,08.11.2019,17.11.2019,В процессе,118,Макси,Антиохида Певерелл,"Феникс - птица, возрождающаяся из пепла",джен
163581,1029,83,5,26.03.2018,17.11.2019,В процессе,521,Макси,Kapitan Jopen,Гарри Поттер и стальные яйца,джен
2981,105,12,0,10.01.2019,17.11.2019,В процессе,146,Макси,_Aria,Как приручить волка,гет
349,15,5,0,17.11.2019,17.11.2019,В процессе,23,Миди,Илва Садри,Последователь,гет
5738,218,29,5,19.09.2019,17.11.2019,В процессе,249,Макси,Pinlupin,В гляделки с бездной,гет
29588,858,33,0,19.08.2019,17.11.2019,В процессе,903,Макси,hesergeeva,Уклоняясь от тюрьмы и уводя ведьмочек. Книга 2. Основание Силы,джен
298,12,2,0,16.11.2019,16.11.2019,В процессе,53,Миди,Quiet Slough,Голубая лента,гет
1509,192,4,0,16.11.2019,16.11.2019,Закончен,15,Мини,Specialhero,Как простить Драко Малфоя,гет
442,61,5,0,16.11.2019,16.11.2019,Закончен,3,Мини,Likoris,По ком каркает ворона,джен
411,66,9,1,16.11.2019,16.11.2019,Закончен,7,Мини,Likoris,Мальчишник в Ирландии,джен
379,44,14,3,16.11.2019,16.11.2019,Закончен,69,Миди,Iguanidae,Предвестник,джен
719,128,24,1,16.11.2019,16.11.2019,Закончен,15,Мини,клевчук,Как (не)стать  Вендиго,джен
259,50,10,1,16.11.2019,16.11.2019,Закончен,4,Мини,Миравно,Гри-гри,джен
453,64,14,1,16.11.2019,16.11.2019,Закончен,8,Мини,Borsari,A Riddle for Nekhenu,джен
491,59,28,2,16.11.2019,16.11.2019,Закончен,18,Мини,Наиля Баннаева,Хогвартс-моногатари,джен
2107,167,47,2,16.11.2019,16.11.2019,Закончен,84,Миди,Jana Mazai-Krasovskaya,"Египетская сила, или ""А вот мяу вам всем""!",джен
253,17,1,0,16.11.2019,16.11.2019,Закончен,6,Мини,James Levi-Town,Когда наступит утро,джен
2267,385,4,1,16.11.2019,16.11.2019,Закончен,35,Мини,nyavka,Уроки шипения и злости,слэш
584,22,0,0,13.11.2019,16.11.2019,В процессе,153,Макси,Fiona Goode,Дополнения к ПВИС,джен
469,53,25,3,16.11.2019,16.11.2019,Закончен,9,Мини,Книжник_,Сны бывают...,джен
147934,2426,259,3,31.07.2017,16.11.2019,В процессе,438,Макси,Злобная сволочь,Старушка Петти,джен
190,15,0,0,16.11.2019,16.11.2019,Закончен,30,Мини,DreamStar,Фантастические женщины и их нефантастическая репрезентация,джен
1510,53,0,1,16.11.2019,16.11.2019,Закончен,43,Мини,DreamStar,Вкратце о пейринговых проблемах «Гарри Поттера» ,гет
861,73,9,0,16.11.2019,16.11.2019,Закончен,54,Мини,Грейс Алма,Strangers in the winter,слэш
145039,1485,254,3,22.03.2019,16.11.2019,В процессе,1066,Макси,Хаарт,Подарок,джен
235,21,2,0,15.11.2019,15.11.2019,Закончен,19,Мини,Глиссуар,К вопросу об эффективности заклятия Круциатус,джен
119058,830,145,1,28.06.2018,15.11.2019,В процессе,1111,Макси,Богиня Иштар,For the Potions Master's Amusement - Ради Удовольствия Господина Зельевара,гет
18868,362,271,0,16.08.2019,15.11.2019,В процессе,305,Макси,desperix,Бетти Снейп и Чужая Душа ,джен
113308,2539,162,1,31.07.2016,15.11.2019,В процессе,906,Макси,Линни Лёнок,Тёмный Командир - 2,джен
3559,251,21,0,01.10.2019,14.11.2019,В процессе,139,Макси,Azek-az,Маги против,слэш
9554,118,7,0,10.06.2019,14.11.2019,Закончен,1713,Макси,T_Vell,Тени прошлого,гет
1424,217,70,1,14.11.2019,14.11.2019,Закончен,13,Мини,Alteya,"Рабочие будни Уолдена МакНейра, ликвидатора опасных существ, часть 2",джен
23315,750,30,1,16.02.2019,14.11.2019,В процессе,116,Макси,Virbis,А цена – время,гет
1356,101,1,1,07.08.2019,14.11.2019,В процессе,38,Миди,Stingrey,Lav-lav is love,гет
4406,480,6,2,14.11.2019,14.11.2019,Закончен,57,Миди,Рада Девил,Зеленый чай,слэш
7400,337,25,0,18.02.2019,14.11.2019,В процессе,128,Макси,Lady Rovena,Девятнадцать лет спустя...,гет
655,18,12,0,13.11.2019,13.11.2019,Закончен,20,Мини,Sadanatha,"Основы теоретической магии, или слон-технарь в посудной лавке мира поттерианы",джен
782,99,0,0,13.11.2019,13.11.2019,Закончен,16,Мини,A_lison,"День, когда Драко Малфой потерял нечто очень важное",гет
32263,379,54,0,09.05.2017,13.11.2019,В процессе,656,Макси,benderchatko,3000 дней невиновности,гет
7213,253,98,4,17.05.2019,13.11.2019,В процессе,310,Макси,Ace_of_Hearts,"В ""Дырявом котле"". В семь",гет
558,81,6,2,12.11.2019,12.11.2019,Закончен,17,Мини,Nadin1977,"Гарри Поттер и Новый Эврисфей, или Последний «подвиг» Геракла",слэш
10549,367,36,0,11.05.2019,12.11.2019,В процессе,170,Миди,Pi-Lu-Lya,Перерождение,гет
37878,905,247,3,04.08.2018,12.11.2019,В процессе,240,Макси,Mashrumova,Along a different path,джен
14328,622,22,0,31.10.2015,12.11.2019,В процессе,99,Макси,Elyldan,Фонтан феи Фортуны,слэш
21460,652,47,1,16.10.2018,12.11.2019,Закончен,170,Миди,Fink-nottle,"Узы, что нас связывают",слэш
7964,370,34,6,05.07.2019,12.11.2019,Заморожен,230,Миди,Чернокнижница,Рок-н-ролл этой ночи,гет
1905,248,143,0,12.11.2019,12.11.2019,Закончен,11,Мини,Alteya,"Рабочие будни Уолдена МакНейра, ликвидатора опасных существ, часть 1",джен
1264,188,13,0,12.11.2019,12.11.2019,Закончен,11,Мини,Masha Christmas,Псих,гет
4554,238,21,2,11.11.2018,12.11.2019,В процессе,53,Миди,Hexelein,Perfectly Normal Thank You Very Much,джен
10487,299,10,0,31.03.2018,11.11.2019,В процессе,187,Макси,MariaDr,В свете луны,гет
63268,483,1429,4,11.03.2017,11.11.2019,В процессе,1669,Макси,Kot evett,Если бы не ты,джен
1890,111,4,0,02.11.2019,11.11.2019,В процессе,115,Миди,Лемюэль Рал,Я тебя всегда узнаю ,джен
5075,292,14,0,04.11.2019,11.11.2019,В процессе,140,Миди,shellina,Начать сначала,джен
2052,217,21,3,11.11.2019,11.11.2019,Закончен,46,Мини,Raccoon2014,Коллекция,гет
634,59,3,1,11.11.2019,11.11.2019,Закончен,41,Мини,Бочаг,В ее шкуре,гет
1287,158,14,1,11.11.2019,11.11.2019,Закончен,30,Мини,AquaIrene,Я сплю на бомбе замедленного действия,гет
91997,1597,236,1,31.08.2018,11.11.2019,В процессе,329,Макси,DonAnton,Иная история,гет
133,5,0,0,11.11.2019,11.11.2019,Закончен,10,Мини,tower,Трудно быть,гет
1252,201,3,0,11.11.2019,11.11.2019,Закончен,12,Мини,ksana_lindemann,До развилки,гет
654,50,33,2,10.11.2019,10.11.2019,Закончен,11,Мини,miledinecromant,Гарри-моногатари,джен
917,100,9,1,10.11.2019,10.11.2019,Закончен,15,Мини,келли малфой,Я убью тебя своей любовью,слэш
4161,221,9,0,28.10.2018,10.11.2019,В процессе,149,Макси,Jane F,Второй шанс на счастье,гет
52910,905,54,0,07.10.2017,10.11.2019,В процессе,298,Миди,Саша Б,Дочь - подарок судьбы,гет
126591,1806,595,8,03.12.2015,10.11.2019,В процессе,722,Макси,irinka-chudo,Список,гет
43100,1318,79,5,26.01.2016,10.11.2019,В процессе,675,Макси,Акира Юми,Вчера умрет твоя любовь,гет
229263,1534,1826,11,16.11.2018,10.11.2019,Закончен,1168,Макси,Isra,Семь лет длиною в вечность,слэш
471,29,6,0,09.11.2019,09.11.2019,В процессе,39,Миди,Silwery Wind,Tomarry week. Halloween,слэш
850,26,21,0,09.11.2019,09.11.2019,Закончен,16,Мини,Sadanatha,Родовая магия и магический брак,джен
684675,4258,2228,38,23.12.2015,09.11.2019,В процессе,5492,Макси,Каури4,Молли навсегда,гет
23874,792,161,3,07.05.2019,09.11.2019,В процессе,134,Макси,Гексаниэль,Рональд М. Уизли,джен
919,49,1,0,03.08.2019,09.11.2019,В процессе,53,Макси,VaeV1ctis,У нас будет шанс...,джен
2366,111,6,1,16.08.2019,09.11.2019,В процессе,245,Макси,hoppipolla_allevkoy,Season Of Fall,гет
1012,58,32,3,05.11.2019,09.11.2019,В процессе,7,Мини,Lady Morella,Оттенки чувств,гет
1881,244,4,0,09.11.2019,09.11.2019,Закончен,14,Мини,Sunad,Чёртов Малфой,гет
13344,229,37,0,20.05.2015,08.11.2019,В процессе,165,Миди,Антон Владимирович Кайманский,Amor spina est,гет
572,27,3,0,08.11.2019,08.11.2019,Закончен,10,Мини,P.Shell,Альбус. Северус,джен
988,95,12,3,08.11.2019,08.11.2019,В процессе,63,Миди,Edvin,Ночной переполох у мистера Твилфитта и мистера Таттинга,джен
1586,56,2,0,18.10.2019,07.11.2019,В процессе,127,Макси,cor,Священные двадцать восемь,гет
24024,960,31,0,27.07.2019,07.11.2019,В процессе,142,Макси,Антиохида Певерелл,"Маховик времени, или новая история Гарри Поттера",джен
11312,701,49,3,22.07.2019,07.11.2019,Закончен,132,Миди,nyavka,Дорога домой,слэш
2933,60,17,0,16.02.2019,06.11.2019,В процессе,227,Миди,Полярный,Bad to the bone,джен
1240,143,12,1,05.11.2019,05.11.2019,Закончен,3,Мини,малкр,Простая история. Джинни,джен
13607,316,13,0,03.08.2019,05.11.2019,В процессе,834,Макси,Shena-nya,"Чего не хватает миру ГП? Правильно, психолога!",гет
647,41,16,0,05.11.2019,05.11.2019,В процессе,34,Макси,Опричница,Личные дела Пожирателей Смерти,джен
978,26,8,0,05.11.2019,05.11.2019,Закончен,119,Миди,Annes,«Команда» Tansan как продолжение традиций русской классической литературы,джен
1244,108,6,0,05.11.2019,05.11.2019,Закончен,8,Мини,Afi,Подарок,джен
14882,428,87,1,08.10.2018,04.11.2019,В процессе,353,Макси,Lady Rovena,Ощущение вкуса,гет
4040,172,4,0,26.01.2019,04.11.2019,В процессе,154,Мини,FanniGrunge,Высший балл,гет
1939,159,14,0,04.11.2019,04.11.2019,Закончен,52,Миди,Curious Rina,Злостный нарушитель,слэш
1286,192,6,0,04.11.2019,04.11.2019,Закончен,12,Мини,Masha Christmas,Двое под дождем,гет
343,26,2,0,04.11.2019,04.11.2019,В процессе,55,Макси,the insomniac,Dear Alice,джен
340,29,20,1,04.11.2019,04.11.2019,Закончен,6,Мини,Osha,Привет!,джен
1626,209,3,0,04.11.2019,04.11.2019,Закончен,24,Мини,Irmissmy,Точно уверен?,слэш
93314,1255,296,2,28.05.2016,04.11.2019,В процессе,707,Макси,Натали Поттер,Мечта длиною в жизнь,гет
694,50,3,0,03.11.2019,03.11.2019,Закончен,4,Мини,Три рубля,"Каркаров, Долохов и другие славяне в книгах Джоан Роулинг",джен
580,31,9,0,03.11.2019,03.11.2019,Закончен,5,Мини,Три рубля,Как размножаются вилы?,джен
740,67,10,0,03.11.2019,03.11.2019,В процессе,21,Макси,Леди Анита,Сдавайся,гет
580005,4736,754,13,27.04.2011,03.11.2019,В процессе,1284,Макси,delen2,Необычный партнёр для вейлы,слэш
3172,239,14,1,02.11.2019,02.11.2019,Закончен,89,Миди,Sweett,"Решайтесь, профессор!",гет
4457,99,7,1,01.10.2019,02.11.2019,В процессе,625,Макси,M J Jason,"Староста, который хотел достичь власти",джен
1151,38,8,0,01.03.2019,02.11.2019,В процессе,54,Миди,Lestranger,Анчар,гет
1085,74,2,0,23.10.2019,02.11.2019,В процессе,115,Миди,alexina,Отверженные ,слэш
