Views,Readers,Comments,Recommends,StartWriting,LastUpdate,Status,Size,SizeType,Author,FanficsTitle,FanficsType
7772,153,28,1,09.08.2011,09.08.2011,Закончен,51,Мини,Yellow,Сталактит,слэш
10985,114,16,0,09.08.2011,09.08.2011,Закончен,13,Мини,Yellow,Неправильная сказка,гет
11114,85,26,2,09.08.2011,09.08.2011,Закончен,19,Мини,Yellow,Никакого французского,гет
11493,190,11,0,09.08.2011,09.08.2011,Закончен,12,Мини,РедкаяПрелесть,Вспомнить всё,джен
4362,34,9,0,09.08.2011,09.08.2011,Закончен,28,Мини,Cranberry,"Лето, море и...",джен
7764,123,28,2,08.08.2011,08.08.2011,Закончен,37,Мини,СЮРприз,Зелье фестралов,гет
4131,19,2,0,08.08.2011,08.08.2011,Закончен,12,Мини,Лина Тонн,Цветастый силуэт,слэш
5452,36,20,0,08.08.2011,08.08.2011,Закончен,6,Мини,Тьен,Немного чокнутая,гет
10997,194,43,0,08.08.2011,08.08.2011,Закончен,12,Мини,Тьен,Как Альбус весь Хогвартс женил,джен
10278,66,23,0,14.07.2011,08.08.2011,Заморожен,57,Миди,Raunie,Flawless victory,слэш
6004,25,13,0,08.08.2011,08.08.2011,Закончен,17,Мини,Лина Тонн,Потерянное поколение,гет
4565,14,11,0,07.08.2011,07.08.2011,Закончен,26,Мини,Лина Тонн,Phir milengay,фемслэш
8928,40,8,0,29.05.2011,07.08.2011,Заморожен,37,Миди,Таша,История Беллы,гет
3257,11,7,0,07.08.2011,07.08.2011,Заморожен,4,Мини,Gloria Mundi,Последний день каникул,джен
4053,15,11,0,07.08.2011,07.08.2011,Закончен,10,Мини,Лина Тонн,Симбиоз,гет
5643,66,12,0,07.08.2011,07.08.2011,Закончен,6,Мини,Элен Иргиз,"О ненависти, любви и долге",джен
5190,45,13,0,07.08.2011,07.08.2011,Закончен,15,Мини,_Nimfadora_,"Кому память, кому слава, кому тёмная вода",джен
6235,48,11,0,07.08.2011,07.08.2011,Закончен,3,Мини,BrerFox,И улыбка до ушей,слэш
4739,44,10,0,07.08.2011,07.08.2011,Закончен,9,Мини,Yula,Уже поздно,слэш
11151,215,14,0,07.08.2011,07.08.2011,Закончен,9,Мини,lady_jane,Поймать тебя,слэш
3842,12,4,0,07.08.2011,07.08.2011,Закончен,15,Мини,Gloria Mundi,Обломок,джен
8315,60,18,4,07.08.2011,07.08.2011,Закончен,10,Мини,Gloria Mundi,Дежа Вю,гет
21899,267,47,0,22.06.2011,07.08.2011,Закончен,98,Миди,MoonyPrince,Весенний экстрим или Семь дней... ада?,слэш
9719,195,36,0,07.08.2011,07.08.2011,Закончен,6,Мини,Sanya,О любви и тапочках,слэш
11022,115,37,0,06.08.2011,06.08.2011,Закончен,6,Мини,dantes,Гойл влюбился,гет
23019,192,31,0,06.05.2010,06.08.2011,Заморожен,86,Миди,Nefriyama,Плакса,слэш
3687,8,3,0,06.08.2011,06.08.2011,Закончен,31,Мини,CharlieMorrigan,Stay,джен
5155,61,5,0,06.08.2011,06.08.2011,Закончен,16,Мини,СЮРприз,Долой такие подарки!,джен
30713,760,47,0,06.08.2011,06.08.2011,Закончен,46,Мини,Rishana,Леди Малфой. Навсегда,гет
7638,121,10,0,06.08.2011,06.08.2011,Закончен,21,Мини,Nast-ya,"Дружили, а потом перестали",гет
13553,121,33,1,05.08.2011,05.08.2011,Закончен,13,Мини,Германика,Ярмарка трупов,гет
6653,48,10,0,05.08.2011,05.08.2011,Закончен,9,Мини,CharlieMorrigan,Апрель,джен
7859,163,10,1,05.08.2011,05.08.2011,Закончен,11,Мини,Melly_G,Вальс цветов,гет
5077,60,12,0,05.08.2011,05.08.2011,Закончен,16,Мини,_Nimfadora_,Не скажу!,гет
5942,63,4,0,04.08.2011,04.08.2011,Закончен,18,Мини,СЮРприз,"Рукопожатие, или Биография Политика",джен
8589,40,18,0,04.08.2011,04.08.2011,Закончен,8,Мини,Nast-ya,Гермиона не должна плакать,гет
10255,70,5,0,01.08.2011,03.08.2011,Закончен,34,Мини,СЮРприз,Жизнь продолжается,гет
4757,42,10,1,03.08.2011,03.08.2011,Закончен,9,Мини,MoonyPrince,После…,джен
16236,409,14,1,21.07.2011,03.08.2011,Закончен,40,Мини,Фатия,Мир на ладони,гет
15747,275,120,4,03.08.2011,03.08.2011,Закончен,18,Мини,Aniana,Каша для Драко,джен
3271,20,4,0,03.08.2011,03.08.2011,Закончен,16,Мини,D.E.S.,Будуар,джен
6192,84,15,0,02.08.2011,02.08.2011,Закончен,12,Мини,Nast-ya,Как крокодил на львенка,гет
4375,57,7,0,02.08.2011,02.08.2011,Закончен,14,Мини,Yulita_Ran,Рикки-тикки-кукарикки,джен
4160,51,10,0,02.08.2011,02.08.2011,Закончен,15,Мини,Yulita_Ran,Чай с мятой,джен
6326,93,14,0,01.08.2011,01.08.2011,Закончен,102,Миди,Artaletta,Кошки для Беллы,слэш
5919,183,26,0,01.08.2011,01.08.2011,Закончен,8,Мини,Rina Dar,Когда идет дождь,гет
9418,51,32,0,25.07.2011,01.08.2011,Закончен,38,Мини,Abra,Не знать тебя,гет
5725,45,8,0,31.07.2011,31.07.2011,Закончен,15,Мини,Nast-ya,Змееустами не рождаются – змееустами становятся! ,гет
20525,303,7,1,31.07.2011,31.07.2011,Закончен,47,Мини,Alisse,Сборник драбблов и виньеток,слэш
34761,1421,35,4,31.07.2011,31.07.2011,Закончен,47,Мини,Kiss,Сны для героя,слэш
10036,71,10,0,26.07.2011,31.07.2011,Закончен,80,Миди,СЮРприз,Без права передачи,джен
6195,67,17,0,31.07.2011,31.07.2011,Закончен,38,Мини,Sanya,Недосказанное,слэш
5460,50,11,1,31.07.2011,31.07.2011,Закончен,8,Мини,Nast-ya,Малиновое варенье,гет
17643,125,18,4,25.07.2011,30.07.2011,Закончен,51,Мини,Aishleeng O`Greedy,Минерва,гет
222179,1292,392,7,18.10.2010,30.07.2011,Закончен,466,Макси,Катарина Певерелл,Другая Надежда,гет
6723,51,8,1,30.07.2011,30.07.2011,Закончен,67,Миди,Хельгина,Из тени,джен
7271,131,11,2,30.07.2011,30.07.2011,Закончен,22,Мини,Модо,Четвертый радующийся,джен
20359,576,27,1,26.07.2011,30.07.2011,Закончен,13,Мини,Sperry,Politicaly correct,гет
9464,47,30,0,06.06.2011,29.07.2011,Заморожен,16,Миди,Элен Иргиз,Тайное оружие Темного Лорда,гет
70940,804,43,6,18.06.2011,29.07.2011,Закончен,185,Миди,Ластя,Никак иначе,джен
13918,343,35,0,29.07.2011,29.07.2011,Закончен,7,Мини,РедкаяПрелесть,Производственная необходимость-3,слэш
14534,240,12,2,28.07.2011,29.07.2011,Закончен,30,Мини,Moira,Ужасно счастлива,гет
9557,44,6,1,28.07.2011,28.07.2011,Закончен,58,Миди,Aelirenn,Увидеть радугу,гет
18014,297,36,1,28.07.2011,28.07.2011,Закончен,18,Мини,Fenrira Grey,Улыбайся,слэш
10464,165,25,0,28.07.2011,28.07.2011,Закончен,3,Мини,dantes,Хорек,слэш
6276,68,19,0,28.07.2011,28.07.2011,Закончен,8,Мини,Amour Amour,Хэппи-энда не будет,слэш
5492,78,8,1,28.07.2011,28.07.2011,Закончен,15,Мини,Lammi04,Особое зелье Луны,джен
21594,255,53,0,28.07.2011,28.07.2011,Закончен,6,Мини,Модо,Nox,гет
5958,48,14,3,28.07.2011,28.07.2011,Закончен,27,Мини,СЮРприз,Мгновения весны юной Долорес,гет
150025,1915,102,5,20.06.2011,28.07.2011,Закончен,400,Макси,katori kisa,Гарридрака-ПВП-макси,слэш
24330,217,70,4,22.05.2011,28.07.2011,Закончен,70,Миди,Stroll,Трансцендентальная грусть,джен
6098,60,10,1,28.07.2011,28.07.2011,Закончен,13,Мини,Aga6ka,Сбежавшие,гет
4169,16,14,0,27.07.2011,27.07.2011,Закончен,5,Мини,Парень в зеленом шарфе,Она меня понимает,гет
3558,13,6,0,27.07.2011,27.07.2011,Закончен,4,Мини,ВалетВалерьевичВальтер,Воскресным утром,джен
4450,29,16,0,27.07.2011,27.07.2011,Закончен,3,Мини,Jaleshka,Снитч на завтрак,джен
4018,88,10,0,26.07.2011,26.07.2011,Закончен,7,Мини,Злая Ёлка,"Те, кто рядом",джен
5993,61,10,0,26.07.2011,26.07.2011,Закончен,9,Мини,Модо,Вопрос компании,фемслэш
17236,185,15,1,09.07.2011,26.07.2011,Закончен,95,Миди,CrossFire,Адаптация,джен
5359,68,16,1,26.07.2011,26.07.2011,Закончен,3,Мини,Dannelyan,Радужные огоньки,джен
14120,263,20,4,26.07.2011,26.07.2011,Закончен,8,Мини,Модо,Канон,джен
11134,125,6,2,26.07.2011,26.07.2011,Закончен,60,Миди,Модо,Piscator Hominum ,джен
8195,130,10,4,26.07.2011,26.07.2011,Закончен,26,Мини,Модо,Итурийский инцидент,джен
15586,164,21,1,26.07.2011,26.07.2011,Закончен,59,Миди,Модо,Лондон-2022,гет
13979,98,27,0,04.01.2011,26.07.2011,Заморожен,69,Макси,Ahe,Дневник Гарри Поттера,слэш
5805,31,18,0,25.07.2011,25.07.2011,Закончен,6,Мини,_Annet_,Теперь мне всегда будет холодно...,гет
9451,67,29,2,25.07.2011,25.07.2011,Закончен,30,Мини,чайка-,"37,5 градусов по утрам",гет
5449,36,19,0,25.07.2011,25.07.2011,Закончен,6,Мини,Lilac_,А она улыбается...,джен
5339,47,17,0,25.07.2011,25.07.2011,Закончен,10,Мини,СЮРприз,"Tabula rasa, или Искусство требует жертв",джен
20133,631,35,0,25.07.2011,25.07.2011,Закончен,18,Мини,СЮРприз,«И боль по крыльям перебитым»,слэш
8793,164,38,2,16.06.2011,25.07.2011,Закончен,19,Мини,Rishana,Тюльпан для Малфоя,гет
8761,81,16,0,25.07.2011,25.07.2011,Закончен,13,Мини,henna-hel,Выбор слизеринца,джен
4283,15,3,0,25.07.2011,25.07.2011,Закончен,29,Мини,Elise Solitaire,Боггарт,джен
4742,19,7,0,25.07.2011,25.07.2011,Закончен,15,Мини,МахХха,I'll stand by you,гет
3975,11,10,0,25.07.2011,25.07.2011,Закончен,4,Мини,Jaleshka,Подчиняясь приказу,джен
5047,55,4,0,25.07.2011,25.07.2011,Закончен,39,Мини,СЮРприз,Эхо случайностей,гет
4844,37,12,0,24.07.2011,24.07.2011,Закончен,21,Мини,СЮРприз,До востребования,джен
6431,62,7,0,23.07.2011,23.07.2011,Закончен,62,Мини,Elinberg,История моей беспомощности,слэш
8599,31,17,0,23.07.2011,23.07.2011,Закончен,10,Мини,Lilac_,Зелье для Панси,гет
8938,99,26,0,29.04.2011,23.07.2011,Заморожен,23,Миди,Mustela,Where you're gonna sleep tonight?,слэш
24914,172,15,0,23.07.2011,23.07.2011,Закончен,15,Мини,shady_lady,Сплетница: Какими Мы Были,гет
5307,54,18,1,21.07.2011,21.07.2011,Закончен,8,Мини,toxique-,Заплесневевшее счастье,гет
25306,324,8,0,18.07.2011,21.07.2011,Закончен,55,Миди,Moira,Ангелы поневоле,гет
10513,275,25,1,21.07.2011,21.07.2011,Закончен,29,Мини,Yulita_Ran,История для главной героини,гет
5058,34,5,0,21.07.2011,21.07.2011,Закончен,3,Мини,lizamar,Лента в волосах,слэш
46144,608,95,0,13.01.2011,21.07.2011,Закончен,67,Миди,Mustela,All I need,слэш
5491,38,20,0,20.07.2011,20.07.2011,Закончен,11,Мини,Jazja@,Печенька,джен
5085,9,12,0,20.07.2011,20.07.2011,Закончен,4,Мини,Парень в зеленом шарфе,"Котел, полный крепкой горячей любви",гет
6009,187,18,5,20.07.2011,20.07.2011,Закончен,10,Мини,Злая Ёлка,Подарок,джен
12551,151,45,2,20.07.2011,20.07.2011,Закончен,5,Мини,Stux,Первое апреля в Хогвартсе,джен
35938,748,41,4,20.07.2011,20.07.2011,Закончен,7,Мини,РедкаяПрелесть,Когда ушел Рон,гет
14775,444,34,1,20.07.2011,20.07.2011,Закончен,15,Мини,РедкаяПрелесть,Хорёк для Поттера,слэш
8148,96,6,0,20.07.2011,20.07.2011,Заморожен,17,Миди,Плиний Бермундес,Другое распределение,джен
5142,35,24,0,19.07.2011,19.07.2011,Закончен,5,Мини,_Annet_,Апельсин,джен
5236,39,11,0,19.07.2011,19.07.2011,Закончен,8,Мини,Cara2003,Беседа женщин среднего возраста,джен
91008,1136,158,6,20.06.2011,19.07.2011,Закончен,481,Макси,Sanya,"Слабак, или Месяц после смерти",слэш
6507,40,47,0,19.07.2011,19.07.2011,Закончен,10,Мини,ВалетВалерьевичВальтер,Прогуляли,джен
4997,35,9,1,19.07.2011,19.07.2011,Закончен,10,Мини,misty rainbow,На вкус и цвет товарища нет,джен
8934,44,45,0,19.07.2011,19.07.2011,Закончен,8,Мини,Таша,Я люблю в тебе все,гет
9651,52,54,0,19.07.2011,19.07.2011,Закончен,11,Мини,Maily,Шоколад,гет
5161,13,26,0,19.07.2011,19.07.2011,Закончен,12,Мини,Roshialu,Тлен,джен
6237,27,39,0,19.07.2011,19.07.2011,Закончен,5,Мини,Lammi04,Сладости,джен
12579,183,56,1,19.07.2011,19.07.2011,Закончен,7,Мини,Германика,Руки прочь,гет
7599,47,61,0,19.07.2011,19.07.2011,Закончен,8,Мини,Sanya,Рождественское чудо,джен
10030,79,66,1,19.07.2011,19.07.2011,Закончен,5,Мини,чирелли,Рождественский торт Молли Уизли,джен
5153,17,48,0,19.07.2011,19.07.2011,Закончен,5,Мини,she-wolf,"Пряности, брошенные на шахматную доску",джен
11988,134,44,0,19.07.2011,19.07.2011,Закончен,12,Мини,warpaint,Пожиратель душ,слэш
19467,405,105,4,19.07.2011,19.07.2011,Закончен,7,Мини,Blizzard,О ядах и противоядиях,джен
5554,35,41,1,19.07.2011,19.07.2011,Закончен,5,Мини,Ребекка,Нестойкий перед стойкой,джен
7981,35,49,0,19.07.2011,19.07.2011,Закончен,7,Мини,Сьёфн,Невилл,гет
9057,75,46,0,19.07.2011,19.07.2011,Закончен,8,Мини,Catscratch,Не всё так просто,джен
9952,84,43,2,19.07.2011,19.07.2011,Закончен,4,Мини,_Nimfadora_,Наслаждение,гет
8076,109,62,0,19.07.2011,19.07.2011,Закончен,8,Мини,Элен Иргиз,Люблю я макароны,джен
9314,62,43,0,19.07.2011,19.07.2011,Закончен,5,Мини,Nimueh,"Жить, чтобы умереть",джен
6179,38,56,0,19.07.2011,19.07.2011,Закончен,8,Мини,Dannelyan,Доброй ночи,джен
9337,87,101,1,19.07.2011,19.07.2011,Закончен,15,Мини,MoonyPrince,Говядина по-Малфоевски,джен
16417,338,92,3,19.07.2011,19.07.2011,Закончен,12,Мини,Погремушка,Варенье из Рональда Уизли,гет
4921,21,44,0,19.07.2011,19.07.2011,Закончен,5,Мини,Эвiл,Бутылка медовухи,джен
13111,108,65,0,19.07.2011,19.07.2011,Закончен,18,Мини,MarchelloRi,"Большое зеленое яблоко, или Страхи семьи Малфоев",джен
7003,23,64,1,19.07.2011,19.07.2011,Закончен,17,Мини,Cranberry,Боишься ли ты темноты?,джен
11088,67,70,2,19.07.2011,19.07.2011,Закончен,15,Мини,Without_Name,"""Берти"", шалости и какао",гет
7983,41,106,0,19.07.2011,19.07.2011,Закончен,6,Мини,Sonserina,English breakfast ,джен
4851,36,21,0,19.07.2011,19.07.2011,Закончен,4,Мини,_Nimfadora_,Пожиратели,джен
5430,33,39,0,18.07.2011,18.07.2011,Закончен,3,Мини,Wolfberry,Червяк,джен
4818,46,4,0,18.07.2011,18.07.2011,Закончен,10,Мини,Lesolitaire,Scarlet letter,джен
4335,24,10,0,18.07.2011,18.07.2011,Закончен,10,Мини,Lammi04,Двуногое лакомство,джен
6091,76,74,0,18.07.2011,18.07.2011,Закончен,11,Мини,alter-sweet-ego,Ракушка,гет
4000,15,4,0,18.07.2011,18.07.2011,Закончен,11,Мини,Almond,Ты был бы мной,джен
4656,21,4,0,18.07.2011,18.07.2011,Закончен,32,Мини,Магдалена,Невозможность счастья,гет
10930,58,52,0,18.07.2011,18.07.2011,Закончен,36,Мини,alter-sweet-ego,Химера,фемслэш
10076,164,13,0,18.07.2011,18.07.2011,Закончен,12,Мини,Hermi Wood,Тепло,гет
46105,230,21,0,01.11.2010,17.07.2011,Закончен,651,Макси,Мышь88,Если ты меня любишь,гет
5221,49,11,0,17.07.2011,17.07.2011,Закончен,5,Мини,Fiery fox,Запах крови с привкусом трав,слэш
7575,180,7,0,17.07.2011,17.07.2011,Закончен,13,Мини,Moira,И зажжется ль звезда,гет
12326,270,14,0,17.07.2011,17.07.2011,Закончен,3,Мини,[Frida],"Только смотреть, руками не трогать!",гет
3153,16,2,0,17.07.2011,17.07.2011,Закончен,60,Миди,Almond,О небе,джен
11930,46,17,0,31.03.2011,17.07.2011,Заморожен,71,Макси,Ерагон,Сага о Непокоримых,гет
4974,60,4,1,16.07.2011,16.07.2011,Закончен,15,Мини,Плиний Бермундес,Правильный выбор,джен
5626,30,23,0,16.07.2011,16.07.2011,Закончен,4,Мини,libroten,День помолвки,гет
7859,132,16,1,16.07.2011,16.07.2011,Закончен,14,Мини,Tio,СемьЯ,джен
5101,16,7,0,16.07.2011,16.07.2011,Закончен,24,Мини,Almond,Поднимальщики пингвинов,слэш
5794,35,13,0,16.07.2011,16.07.2011,Закончен,5,Мини,Almond,"Гори, вода",гет
4223,33,2,0,16.07.2011,16.07.2011,Закончен,69,Миди,Almond,Правильное,джен
6925,59,9,0,15.07.2011,15.07.2011,Закончен,9,Мини,Nimueh,"Истина, сокрытая за ложью",джен
9431,70,15,1,15.07.2011,15.07.2011,Закончен,37,Мини,Melancholy,Крути в обратную сторону,гет
8866,97,34,0,15.07.2011,15.07.2011,Закончен,0,Мини,Sonserina,Вcе делают это,слэш
55637,723,56,7,04.07.2011,15.07.2011,Закончен,248,Макси,Maverick03,Re animae,гет
8653,117,15,1,14.07.2011,14.07.2011,Закончен,13,Мини,KyraGreyheart,Pro bono publico,слэш
18027,703,12,0,14.07.2011,14.07.2011,Закончен,33,Мини,DemiurgНастик,Жизнь в красках и без них,слэш
60252,448,47,0,08.11.2010,14.07.2011,Заморожен,81,Макси,Fizra_KarkaroFF,Morgana's castle,гет
30953,374,16,0,14.07.2011,14.07.2011,Закончен,90,Миди,Гретель,Insomnia,гет
6514,29,12,0,13.07.2011,13.07.2011,Заморожен,9,Макси,сайленс,Hollow,слэш
33837,334,20,0,11.02.2011,13.07.2011,Заморожен,405,Макси,Арика,Изумрудная Змея,слэш
5948,86,7,1,12.07.2011,12.07.2011,Закончен,6,Мини,Lesolitaire,Lilli Marleen,джен
7632,21,8,0,12.07.2011,12.07.2011,Закончен,6,Мини,misty rainbow,Почему я люблю квиддич,фемслэш
7566,78,19,0,12.07.2011,12.07.2011,Закончен,14,Мини,Nimueh,Последняя стадия ,джен
10265,94,9,1,07.07.2011,11.07.2011,Закончен,19,Мини,Плиний Бермундес,Воскрешение из мёртвых,джен
5958,22,6,0,10.07.2011,10.07.2011,Заморожен,9,Миди,Хельгина,Кусочки счастья,джен
22093,459,26,0,09.07.2011,09.07.2011,Закончен,24,Мини,Плиний Бермундес,Волшебники иногда вмешивались в ход времени,джен
9828,240,9,0,09.07.2011,09.07.2011,Закончен,10,Мини,misty rainbow,Вкус любви,гет
7700,80,14,0,09.07.2011,09.07.2011,Закончен,3,Мини,Sperry,Хочешь?,гет
7681,56,21,0,09.07.2011,09.07.2011,Закончен,2,Мини,Wolfberry,Драконья кожа,гет
23872,93,21,0,08.07.2011,08.07.2011,Закончен,14,Мини,Melly_G,"Северус и Лили: воспоминания, которыми профессор Снейп не поделился с Гарри Поттером",гет
3232,20,4,0,07.07.2011,07.07.2011,Закончен,7,Мини,Melly_G,Восемьдесят шесть ступенек,джен
18657,142,16,0,28.02.2011,07.07.2011,Заморожен,198,Макси,Aquamarine_S,Градации страха,гет
8422,41,12,0,07.07.2011,07.07.2011,Закончен,13,Мини,Odalisque,In my heart,гет
251585,3567,150,45,20.06.2011,07.07.2011,Закончен,734,Макси,Della D,Зеркальное отражение,джен
4881,21,15,0,07.07.2011,07.07.2011,Закончен,4,Мини,SunnyLady,...люблю дождь,фемслэш
18214,170,24,0,07.07.2011,07.07.2011,Закончен,41,Мини,Юморист,Хогвартс слезам не верит,гет
11050,316,10,0,06.07.2011,06.07.2011,Закончен,7,Мини,Aquamarine_S,Чашка,гет
25531,296,16,0,05.07.2011,05.07.2011,Закончен,154,Миди,Melly_G,Дух бунтарства,гет
12618,209,9,0,04.07.2011,04.07.2011,Закончен,9,Мини,Илана Тосс,Искушение,слэш
4601,28,3,0,30.06.2011,04.07.2011,Заморожен,28,Миди,vestalka,Не мы,гет
8602,120,22,0,04.07.2011,04.07.2011,Закончен,5,Мини,Бубамара,Немного хаффлпафка,гет
8416,192,13,0,03.07.2011,03.07.2011,Закончен,9,Мини,44008-femin,Четыре часа утра,гет
30379,384,66,2,28.06.2011,03.07.2011,Закончен,145,Миди,Stroll,Антиснейджер,гет
37059,284,16,1,29.03.2010,02.07.2011,Закончен,523,Макси,Рейвин_Блэк,Цветок чертополоха,гет
6053,92,23,1,02.07.2011,02.07.2011,Закончен,11,Мини,Злая Ёлка,Не воскрешайте меня!,джен
8111,186,12,0,02.07.2011,02.07.2011,Закончен,20,Мини,44008-femin,"Сила, на которой держится мир",гет
10609,124,11,0,20.06.2011,01.07.2011,Заморожен,22,Макси,SeaMonkey,Вина в выборе,джен
5611,19,12,0,01.07.2011,01.07.2011,Закончен,4,Мини,SeaMonkey,Это же была просто шутка!,слэш
7237,120,18,0,01.07.2011,01.07.2011,Закончен,29,Мини,Maverick03,"О лете, Снейпе и котах.",гет
8129,205,5,0,30.06.2011,30.06.2011,Закончен,19,Мини,Aquamarine_S,Нежданный гость,гет
4277,39,13,0,30.06.2011,30.06.2011,Закончен,4,Мини,Hemin,До чего доводит ночная зубрёжка...,джен
4322,79,11,0,30.06.2011,30.06.2011,Закончен,20,Мини,Злая Ёлка,Накануне,джен
4846,22,12,0,29.06.2011,29.06.2011,Закончен,3,Мини,Sperry,Бумажное сердце,гет
4894,8,31,0,28.06.2011,29.06.2011,Закончен,16,Мини,white_lord,Вечерний Разговор,джен
6413,61,19,0,29.06.2011,29.06.2011,Закончен,5,Мини,Sperry,Чокнутая,гет
3774,18,4,0,29.06.2011,29.06.2011,Заморожен,5,Мини,Эстет со сломанной психикой,Семь лет,джен
7184,89,14,0,29.06.2011,29.06.2011,Закончен,5,Мини,Sperry,Ненаследник,гет
22503,244,40,1,29.06.2011,29.06.2011,Закончен,13,Мини,Bradwardine,Гермиона,фемслэш
5997,151,9,2,29.06.2011,29.06.2011,Закончен,32,Мини,Злая Ёлка,Братья,джен
3581,13,34,0,28.06.2011,28.06.2011,Заморожен,4,Мини,Парень в зеленом шарфе,Самый лучший подарок,джен
5238,35,26,2,28.06.2011,28.06.2011,Закончен,18,Мини,Cranberry,Насилие — не крайняя мера. Крайняя мера —...,джен
7605,114,29,0,28.06.2011,28.06.2011,Закончен,11,Мини,Nimueh,Как написать книгу и остаться в живых,джен
4044,11,36,0,28.06.2011,28.06.2011,Закончен,16,Мини,сайленс,Секреты в лиловой обложке,джен
3505,15,15,0,28.06.2011,28.06.2011,Закончен,5,Мини,Love_Snape,Три встречи,джен
4391,24,16,0,28.06.2011,28.06.2011,Закончен,6,Мини,_Annet_,"Думаешь, нужны еще слова?",гет
3592,13,15,0,28.06.2011,28.06.2011,Закончен,4,Мини,EnikaSA,Прорицания,джен
4295,28,30,0,28.06.2011,28.06.2011,Закончен,6,Мини,MoonyPrince,Медальон,джен
4742,27,26,0,28.06.2011,28.06.2011,Закончен,9,Мини,Jazja@,Отношения,гет
4189,10,20,0,28.06.2011,28.06.2011,Закончен,8,Мини,47th,ТНТ,джен
4595,25,20,0,28.06.2011,28.06.2011,Закончен,5,Мини,she-wolf,Touching A Flame,слэш
5633,17,22,0,28.06.2011,28.06.2011,Закончен,6,Мини,Maily,"Эх, Чарли, Чарли",джен
4766,16,18,0,28.06.2011,28.06.2011,Закончен,6,Мини,Mustela,Яблоко от яблони,джен
7197,74,16,0,28.06.2011,28.06.2011,Закончен,4,Мини,maccoffee,Все не так,джен
3233,12,18,0,28.06.2011,28.06.2011,Закончен,4,Мини,Lammi04,Вторые,джен
5800,37,27,0,28.06.2011,28.06.2011,Закончен,12,Мини,Dannelyan,За честь и кровь,джен
5213,36,19,0,28.06.2011,28.06.2011,Закончен,9,Мини,ВалетВалерьевичВальтер,"Магнит, пирожки и много-много слизеринцев",джен
3626,8,13,0,28.06.2011,28.06.2011,Закончен,11,Мини,Dikens,СОФ (Самый Обычный Фанфик),джен
5235,34,19,0,28.06.2011,28.06.2011,Закончен,5,Мини,МарМышка,Ради любви,слэш
3873,12,19,0,28.06.2011,28.06.2011,Закончен,11,Мини,Catscratch,Найти Аэтерру,джен
5007,43,25,0,28.06.2011,28.06.2011,Закончен,6,Мини,Rina Dar,Она была его душой,гет
9971,75,55,4,28.06.2011,28.06.2011,Закончен,3,Мини,Георгий Месхи,Полезное с приятным,джен
7787,200,23,0,28.06.2011,28.06.2011,Закончен,4,Мини,fytbolistk@,В искренность слов поверь,слэш
4722,24,34,1,28.06.2011,28.06.2011,Закончен,5,Мини,Ребекка,Тогда и теперь,джен
6344,32,22,0,28.06.2011,28.06.2011,Закончен,9,Мини,Bless,Ледяной плен,джен
5973,13,25,0,28.06.2011,28.06.2011,Закончен,15,Мини,Сьёфн,"Сказка о злом волшебнике, любви и сове",гет
5990,31,39,0,28.06.2011,28.06.2011,Закончен,7,Мини,Liloviolet,Неправильные приоритеты,слэш
6458,95,41,0,28.06.2011,28.06.2011,Закончен,6,Мини,Sperry,Глянец,гет
4263,10,45,0,28.06.2011,28.06.2011,Закончен,7,Мини,Natka_vedmochka,"Идет охота на жука, идет охота...",джен
6554,47,70,0,28.06.2011,28.06.2011,Закончен,8,Мини,Sanya,ВОЛК И ЛУНА,джен
5833,56,42,0,28.06.2011,28.06.2011,Закончен,7,Мини,Норико,29 поцелуев,гет
4804,23,27,0,28.06.2011,28.06.2011,Закончен,6,Мини,Roshialu,Something she wants to forget about,гет
11750,129,35,0,28.06.2011,28.06.2011,Закончен,17,Мини,Эарвен,Поживем-увидим  ,слэш
3785,9,29,0,28.06.2011,28.06.2011,Закончен,5,Мини,Нано-пупсик,Рождаясь из пепла,джен
3201,10,24,0,28.06.2011,28.06.2011,Закончен,7,Мини,Sheridan F.,Обрести разум,джен
4248,20,25,0,28.06.2011,28.06.2011,Закончен,5,Мини,Margo Poppy,Розыгрыш,слэш
5702,66,36,0,28.06.2011,28.06.2011,Закончен,7,Мини,misty rainbow,Вопрос времени,слэш
5944,17,25,0,28.06.2011,28.06.2011,Закончен,6,Мини,Tommy Ridle,"Я иду, головою свесясь, Переулком в знакомый кабак.",джен
4129,15,24,0,28.06.2011,28.06.2011,Закончен,5,Мини,D.E.S.,Казусы Истории,джен
4621,19,25,0,28.06.2011,28.06.2011,Закончен,5,Мини,Vespertilio,Проклятие,джен
5475,8,24,0,28.06.2011,28.06.2011,Закончен,8,Мини,Elle Quiet,Другая история,джен
4301,19,24,0,28.06.2011,28.06.2011,Закончен,17,Мини,Ahe,La strada della vita,слэш
4429,29,34,0,28.06.2011,28.06.2011,Закончен,21,Мини,Elise Solitaire,Царевна-лягушка,джен
7297,20,50,0,28.06.2011,28.06.2011,Закончен,8,Мини,toxique-,Цветы скорби,гет
5833,57,31,1,28.06.2011,28.06.2011,Закончен,7,Мини,libroten,Волшебная шляпа никогда не ошибается.,джен
4189,18,28,0,28.06.2011,28.06.2011,Закончен,5,Мини,Aladdin,Безобидное увлечение Луны Лавгуд,джен
7935,24,40,0,28.06.2011,28.06.2011,Закончен,5,Мини,Пантера,Легенда о дубе,джен
